threshold,cost,tn,fp,fn,tp,precision,recall,model
0.05145918367346938,242240,61421,23874,7,141,0.0058713304184884445,0.9527027027027027,Logistic
0.04136734693877551,280590,57486,27809,5,143,0.005115912993703492,0.9662162162162162,Logistic
0.03127551020408163,333750,52120,33175,4,144,0.004321858399111618,0.972972972972973,Logistic
0.021183673469387754,410340,44411,40884,3,145,0.003534085646737673,0.9797297297297297,Logistic
0.011091836734693876,526730,32672,52623,1,147,0.002785673678226265,0.9932432432432432,Logistic
0.001,771620,8183,77112,1,147,0.0019026909486273443,0.9932432432432432,Logistic
0.0918265306122449,13470,85248,47,26,122,0.7218934911242604,0.8243243243243243,GradientBoosting
0.08173469387755102,13490,85246,49,26,122,0.7134502923976608,0.8243243243243243,GradientBoosting
0.07164285714285713,13500,85245,50,26,122,0.7093023255813954,0.8243243243243243,GradientBoosting
0.061551020408163265,13530,85242,53,26,122,0.6971428571428572,0.8243243243243243,GradientBoosting
0.05145918367346938,13560,85239,56,26,122,0.6853932584269663,0.8243243243243243,GradientBoosting
0.04136734693877551,13600,85235,60,26,122,0.6703296703296703,0.8243243243243243,GradientBoosting
0.03127551020408163,13630,85232,63,26,122,0.6594594594594595,0.8243243243243243,GradientBoosting
0.021183673469387754,13740,85221,74,26,122,0.6224489795918368,0.8243243243243243,GradientBoosting
0.10191836734693877,13970,85248,47,27,121,0.7202380952380952,0.8175675675675675,GradientBoosting
0.011091836734693876,14100,85185,110,26,122,0.5258620689655172,0.8243243243243243,GradientBoosting
0.4248571428571428,14430,85252,43,28,120,0.7361963190184049,0.8108108108108109,GradientBoosting
0.41476530612244894,14430,85252,43,28,120,0.7361963190184049,0.8108108108108109,GradientBoosting
0.40467346938775506,14430,85252,43,28,120,0.7361963190184049,0.8108108108108109,GradientBoosting
